Name,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Quote
Teacup Maltese,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Greeks used to build tombs for their Maltese.
Teacup Miniature Horse,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus ferus caballus,Equus,"Female teacup minis become sexually mature between 2 and 5 years old, but breeders typically wait until their horse is 3 before letting her reproduce to prevent complications."
Teacup Poodle,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,The teacup poodle is the smallest poodle breed!
Teddy Bear Hamster,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,Mesocricetus auratus,The oldest recorded teddy bear hamster was six and a half.
Teddy Guinea Pig,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus,"Teddy guinea pigs resemble teddy bears, hence their name."
Teddy Roosevelt Terrier,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,The breed was named in President Theodore Roosevelt's honor when it was officially recognized in 1999.
Telescope Fish,Animalia,Chordata,Actinopterygii,Aulopiformes,Giganturidae,Gigantura,,"Swallows food, much of it larger than them, whole"
Ten Lined June Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Polyphylla,Polyphylla decemlineata,"These beetles can take up to two years to complete one generation. In fact, larvae can develop in soil for up to 4 years!"
Tennessee Walker Horse,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus ferus,There's a national celebration of Tennessee Walkers each year
Tenrec,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Tenrecidae,,"While the Madagascar tenrec closely resembles a hedgehog, they are actually not related to one another."
Tent Caterpillar,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Malacosoma,,The forest tent caterpillar is the most widely distributed indigenous caterpillar in North America!
Tentacled Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Erpeton,Erpeton tentaculatum,Their tentacles have nerves that attach directly into the area of the brain that processes visual information.
Tenterfield Terrier,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,These terriers have quick minds and fast feet making them excellent for agility competitions.
Termite,Animalia,Arthropoda,Insecta,Isoptera,Isoptera,,,Their mounds can be up to 9 meters tall!
Terrier,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Terriers were once the greatest dogs in the world.
Terror Bird,Animalia,,,,,,,"Though terror birds were flightless, their wings featured an unusual sharp claw which they could use as a weapon."
Tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Paracheirodon,Paracheirodon Axelrodi,Native to the freshwater streams of South America!
Texas Blind Snake,Animalia,Chordata,Reptilia,Squamata,Leptotyphopidae,Rena,Rena dulcis,These snakes grow to just 11 inches long
Texas Brown Tarantula 2,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma,Aphonopelma hentzi,You may see a mass migration of tarantulas in late summer or fall.
Texas Coral Snake,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micrurus,Micrurus tener,Texas coral snakes have the second most powerful venom in the world
Texas Garter Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,Thamnophis sirtalis annectens,These snakes defensively emit a foul-smelling musk if you handle them!
Texas Heeler,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"Though they are loyal to their family, these dogs can be shy around strangers."
Texas Indigo Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Drymarchon,Drymarchon melanurus erebennus,"Texas Indigo Snakes are known for chasing down, overpowering, and eating rattlesnakes."
Texas Night Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena,Hypsiglena jani,The Texas night snake has vertical pupils to help it see better at night.
Texas Rat Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,Pantherophis obsoletus lindheimeri,The Texas rat snake is one of the most common subspecies of the western rat snake in the wild.
Texas Spiny Lizard,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,Sceloporus olivaceous,They hold push-up competitions!
Thai Ridgeback,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"In their native Thailand, Thai Ridgebacks were used to hunt cobras."
Thalassomedon,Animalia,Chordata,Reptilia,Plesiosauria,Elasmosauridae,Thalassomedon,Thalassomedon haningtoni,The length of the Thalassomedon's neck was up to half its body length
Thanatosdrakon,Animalia,Chordata,Reptilia,Pterosauria,Azhdarchidae,Thanatosdrakon,Thanatosdrakon amaru,Thanatosdrakon was one of the largest pterosaurs that lived in South America.
Therizinosaurus,Animalia,Chordata,Dinosauria,Therizinosauridae,Therizinosaurus,Therizinosaurus cheloniformis,,Longest claws of any terrestrial animal in history
Theropod,Animalia,Chordata,Amniota,Dinosauria,Saurischia,Esaurischia,Theropoda,Some theropods had feathers and may have been ancestors of modern birds.
Thornback Ray,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,Raja clavata,Thornback rays have spines on their backs!
Thorny Devil,Animalia,Chordata,Reptilia,Squamata,Agamidae,Moloch,Moloch horridus,Found only on mainland Australia!
Thresher Shark,Animalia,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Alopias,,"Thresher Sharks have a distinctive, thresher-like tail."
Thrush,Animalia,Chordata,Aves,Passeriformes,Turdidae,,,The American robin is called the robin because its red breast reminded European settlers of the robin back in the old country.
Thylacoleo Carnifex,Animalia,Chordata,Mammalia,Diprotodontia,Thylacoleonidae,Thylacoleo,Thylacoleo carnifex,Thylacoleo carnifex was the largest carnivorous mammal in Australia
Thylacoleo,Animalia,Chordata,Mammalia,Diprotodontia,Thylacoleo,,,Scientists have speculated that its bite force was equivalent to that of a 551 pound lion!
Thylacosmilus,Animalia,Chordata,Mammalia,Sparassodonta,Thylacosimilidae,Thylacosmilus,Thylacosmilus atrox,"Thylacosmilus resembled saber-toothed cats, but they’re not related"
Tibetan Fox,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes ferrilata,Tibetan foxes are not territorial and will share a hunting ground with other mated pairs.
Tibetan Mastiff,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Tibetan Mastiffs don’t shed all year long; they blow their coat in one big shedding each year.
Tibetan Spaniel,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Originally bred to be a companion dog in Tibetan Buddhist lamaseries.
Tibetan Terrier,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"Tibetan terriers have round, flat, “snow shoe” feet that evolved to give them traction on snowy Himalayan paths"
Tick,Animalia,Arthropoda,Arachnida,Ixodida,,,,They inject hosts with a chemical that stops them from feeling the pain of the bite
Tiffany,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,Eye color intensifies with age!
Tiger Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,Cicindelinae,The adult tiger beetle is one of the fastest land insects in the world
Tiger Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Arctia,,The bright colors of this moth are a signal to predators that it has a terrible taste.
Tiger Muskie Mukellunge,Animalia,Chordata,Actinopterygii,Esociformes,Esocida,Esox,Esox lucius x Esox masquinongy,Tiger Muskies can grow much larger than either of their parents
Tiger Rattlesnake,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus tigris,These rattlesnakes have the smallest heads of any rattlesnake.
Tiger Salamander,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma tigrinum,Found across the North American wetlands!
Tiger Shark,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Galeocerdo,Galeocerdo Cuvier,"The fourth
            
             biggest species of shark in the world
            
            !"
Tiger Snake,Animalia,Chordata,Reptilia,Squamata,Elapidae,Notechis,Notechis Scutatus,Tiger Snakes can spend nine minutes underwater without returning to the surface to breathe
Tiger Swallowtail Caterpillar,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio glaucus,Immature tiger swallowtail caterpillars resemble bird droppings. This is to throw would-be predators off.
Tiger Swallowtail,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio glaucus,The tiger swallowtail butterfly can fly up to 30 miles per hour.
Tiger Trout,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,,,"As tiger trout are sterile, they cannot produce offspring. However, they do have relatively long lifespans and can live up to 10 years in captivity."
Tiger,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera Tigris,The largest feline in the world!
Tiktaalik,Animalia,Chordata,Stegocephali,Tiktaalik,Tiktaalik roseae,,,Seen as an evolutionary link between fish and tetrapods
Timber Rattlesnake,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus horridus,Timber rattlesnakes are the snake on the Gadsden Flag.
Timor Python,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Malayopython,Malayopython timoriensis,"Ironically, Timor pythons have never been found on the island of Timor."
Tire Track Eel,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus armatus,They like to burrow into aquarium sand.
Titan Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Titanus,Titanus giganteus,Their jaws can bite through a wooden pencil.
Titanoboa,Animalia,Chordata,Reptilia,Squamata,Boidae,Titanoboa,Titanoboa cerrejonensis,"The Titanoboa was a massive, 42-foot-long boa constrictor that lives 58-60 million years ago."
Titanosaur,Animalia,Chordata,Dinosauria,Titanosauria,,,,Among the largest land animals to ever exist
Toadfish,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,,,Can be heard out of water
Tomato Hornworm,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca,Manduca quinquemaculata,"The tomato hornworm is a ferocious pest that can eat all parts of a plant, including the fruits."
Torkie,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,The Torkie is alert and very vocal so it makes a great watchdog.
Tornjak,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Tornjaks are very adaptable and can live harmoniously in packs as they get along well with other dogs.
Tortoise,Animalia,Chordata,Reptilia,Testudines,Testudinidae,,,Can live until they are more than 150 years old!
Tosa,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,
Toucan,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,,A toucan’s bill can be equal to one third of the length of its body.
Towhee,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Pipilo,Pipilo erythrophthalmus,"Most towhee species are non-migratory. However, some are partial migrators depending on their location."
Toxodon,Animalia,Chordata,Mammalia,Notoungulata,Tocodontidae,Toxodon,Notounguta,
Toy Fox Terrier,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Hunters use the toy fox terrier to go into a fox's den and flush the animal out.
Toy Poodle,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"The word poodle is derived from German, and it means ""to splash"" or ""puddle."""
Transylvanian Hound,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,The Transylvanian Hound is also known as the Erdelyi Kopo in Hungarian
Trapdoor Spider,Animalia,Arthropoda,Arachnida,Araneae,,,,Ambush their prey using a trapdoor made of silk
Tree Cricket,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,,,The music of tree crickets is typically lower in pitch than the music produced by other cricket subfamilies!
Tree Frog,Animalia,Chordata,Amphibia,Anura,Hylidae,,,Found in warmer jungles and forests!
Tree Kangaroo,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,,It’s the only macropod that lives in trees.
Tree Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,Boiga irregularis,"Though this snake’s venomous bite isn’t harmful to adults, it can be dangerous to children"
Tree Swallow,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,Tachycineta bicolor,The tree swallow can make more than a dozen distinct vocalizations
Tree Viper,Animalia,Chordata,Reptilia,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,Pit vipers can strike accurately at moving objects less than .5 degrees Farenheit warmer than the background.
Treecreeper,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,Certhia familiarus,Their tailfeathers help them maintain their balance on a tree trunk
Treehopper,Animalia,Arthropoda,Insecta,Hemiptera,Membracidae,Stictocephala,Ceresa taurina,"The colors, shapes, and intricacies of treehoppers’ helmets makes them unique and visually stunning."
Treeing Tennessee Brindle,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Coarse baying cries during the hunt changes at the tree
Treeing Walker Coonhound,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"In addition to raccoons, these dogs can track bears, bobcats, cougars, and deer with ease."
Triggerfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,,,"There are 40 species of Triggerfish, all with different coloring and patterns."
Troodon,Animalia,Chordata,Troodontidae,Troodon,Troodon formosus,,,"Troodon formosus means ""wounding tooth"" in Greek, a name that describes its serrated teeth."
Tropicbird,Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,,The tropicbird nests on tropical islands and cliffs.
Trout,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,"Salmo, Oncorhynchus, Salvelinus",,They don’t have scales for their first month of life!
Tsetse Fly,Animalia,Arthropoda,Insecta,Diptera,Glossinidae,Glossina,,Tsetse flies are large biting flies that live in the tropical regions of Africa.
Tuatara,Animalia,Chordata,Reptilia,Sphenodontia,Sphenodontidae,Sphenodon,Sphenodon Punctatus,Only found on a few of New Zealand's islands!
Tufted Coquette,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lophornis,Lophornis ornatus,They are tame and easy to approach
Tufted Titmouse,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,B. bicolor,
Tully Monster,Animalia,Chordata,Tullimonstrum,Tullimonstrum gregarium,,,,Tully Monsters can neither be classified as vertebrates nor invertebrates due to their ambiguous body structure.
Tuna,Animalia,Chordata,Actinopterygii,Scombriformes,Scombridae,,,The tuna has a sleek body that enables it to swim quickly through the water
Turaco,Animalia,Chordata,Aves,Musophagiformes,Musophagidae,"Corythaeola, Crinifer, Tauraco, Musophaga, Gallirex",,"Their name means “banana-eater,” but they rarely ever eat bananas."
Turkey Vulture,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,Cathartes Aura,
Turkey,Animalia,Chordata,Aves,Galliformes,Phasianidae,Meleagris,Meleagris,A turkey's gender can be determined by the shape of its droppings.
Turkish Angora,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,A breed that originated in central Turkey!
Turnspit,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis vertigus,"The turnspit was a small breed, weighing between 15 to 25 pounds and measuring 8 to 12 inches tall."
Turtle Frog,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Myobatrachus,Myobatrachus gouldii,A turtle frog can eat more than 400 termites in a single meal.
Turtles,Animalia,Chordata,Reptilia,Testudines,,,,Some species of aquatic turtles can get up to 70 percent of their oxygen through their butt.
Tusoteuthis,Animalia,Mollusca,Cephalopoda,Octopoda,Muensterellidae,Tusoteuthis,Tusoteuthis longa,Tusoteuthis was one of the largest cephalopods ever
Tussock Moth Caterpillar,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,,,Tussock moth caterpillars can destroy forests!
Tussock Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,,,The hair of the tussock moth larvae is used to make yellow-orange dye.
Twig Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thelotornis,Thelotornis capensis,Twig snakes are among the few rear-fanged colubrids whose bite is highly venomous and potentially fatal.
Tylosaurus,Animalia,Chordata,Reptilia,Squamata,Mosasauridae,Tylosaurus,Tylosaurus proriger,Tylosaurus was a marine reptile that is closely related to modern-day snakes and monitor lizards.
Tyrannosaurus Rex,Animalia,Chordata,Tyrannosauridae,Tyrannosaurus,Tyrannosaurus rex,,,They had many air pockets in their skeleton which kept them light despite their tremendous size.
Uakari,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Cacajao,Cacajao,Have a very short tail for their size!
Uaru Cichlid,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Uaru,Uaru amphiacanthoides,The color of the Uaru cichlid changes during the spawning season
Uguisu,Animalia,Chordata,Aves,Passeriformes,Cettiidae,Cettia,Cettia diphone,Their guano is used in face creams!
Uinta Ground Squirrel,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Urocitellus,Urocitellus armatus,"The squirrel is named after the Uinta Mountains, which are part of the Rocky Mountain range and are found in Utah and Wyoming."
Uintatherium,Animalia,Chordata,Mammalia,Dinocerata,Uintatheriidae,Uintatherium,,The Uintatherium was an exceptionally large and exceptionally ugly ungulate that lived during the Eocene epoch
Umbrellabird,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus,Migrates up and down the mountains!
Unau Linnaeuss Two Toed Sloth,Animalia,Chordata,Mammalia,Pilosa,Choloepodidae,Choloepus,Choloepodidae didactylus,Its top speed is 0.17mph
Underwing Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala,Catocala,"Their colorful rear wing makes predators think that they are poisonous, however they are not it is a deceptive feature."
Upland Sandpiper,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,"They make jerky movements as they walk through the grass, searching for food."
Ural Owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,Strix uralensis,The Ural owl can rotate its head up to 270 degrees
Urechis Unicinctus Penis Fish,Animalia,Annelida,Polychaeta,Echiuroidea,Urechidae,Urechis,Urechis unicinctus,"Create ""inns"" for other sea creatures"
Urial,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis vignei,Urials are the ancestors of modern-day domesticated sheep.
Uromastyx Spiny Tailed Lizard,Animalia,Chordata,Reptilia,Squamata,Agamidae,Uromastyx,,"Spiny-tailed lizards ""sneeze"" out salt!"
Urutu Snake,Animalia,Chordata,Reptilia,Squamata,Serpentes,Bothrops,Bothrops alternatus,The female Urutu snake grows longer and heavier than males of the same species
Utonagan,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,
Valley Bulldog,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis familiaris,These dogs cannot swim well because of their stocky build and short legs.
Vampire Bat,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodontinae,,Have a heat sensor on the end of their nose!
Vampire Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Sesarmidae,Geosesarma,Geosesarma dennerle,"Vampire crabs do not depend on saltwater for their development; instead, they live near freshwater rivers and in forests amongst rocks and dense vegetation."
Vampire Squid,Animalia,Mollusca,Cephalopoda,Vampyromorphida,Vampyroteuthidae,Vampyroteuthis,Vampyroteuthis infernalis,"Each of its eight arms has spines, though they use two filaments to eat."
Vaquita,Animalia,Chordata,Mammalia,Artiodactyla,Phocoenidae,Phocoena,Phocoena sinus,Smallest cetacean in the ocean
Veery,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,Catharus fuscescens,"The veery is named for its sharp ""veer"" call."
Vegavis,Animalia,Chordata,Aves,Vegaviiformes,Vegaviidae,Vegavis,Vegavis iaai,Vegavis was one of the earliest birds to have a sound-producing organ
Velociraptor,Animalia,Chordata,Dromaeosauridae,Velociraptor,"Velociraptor mongolienses, Velociraptor osmolskae",,,
Venus Flytrap,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Droseraceae,Dionaea,Dionaea muscipula,The Venus flytrap is among a group of plants that consumes animals
Vermilion Flycatcher,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pyrocephalus,Pyrocephalus obscurus,They have a fast song that lasts up to 10 syllables at max.
Vervet Monkey,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus pygerythrus,Rarely found more than 450m from trees!
Vestal Cuckoo Bumblebee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vestalis,Male vestal cuckoo bees can be deceived into mating with orchids!
Vicuna,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,Lama vicugna,Vicuñas have some of the softest wool in the entire animal kingdom
Vine Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,,,A slender body and elongated snout give the vine snake a regal look.
Vinegaroon,Animalia,Arthropoda,Arachnida,Thelyphonida,Thelyphonidae,,,Vinegaroons can spray 19 times before the glands are depleted
Viper Boa,Animalia,Chordata,Reptilia,Squamata,Boidae,Candoia,Candoia aspera,"These boas aren't really vipers, they're nonvenomous constrictors that look like vipers."
Viper Shark Dogfish,Animalia,Chordata,Chondrichthyes,Squaliformes,Etmopteridae,Trigonognathus,Trigonognathus kabeyai,Most data on these fish is based on observations near Japan.
Viper,Animalia,Chordata,Reptilia,Squamata,Viperinae,Various,,Vipers are one of the most widespread groups of snakes and inhabit most
Viperfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Chauliodus,Chauliodus sp.,Viperfish have a bioluminescent spine on their dorsal fin.
Virgin Islands Dwarf Gecko,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus parthenopion,The Virgin Islands dwarf gecko is among the smallest reptiles in the world
Vizsla,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Vizsla means searcher or tracker in Hungarian
Volcano Snail,Animalia,Mollusca,Gastropoda,Neomphalida,Peltospiridae,Chrysomallon,Chrysomallon squamiferum,The volcano snail lives comfortably in temperatures of up to 750 degrees Fahrenheit.
Vole,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,,Voles were heavily mentioned in a Star Trek series as a space station pest.
Volpino Italiano,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Almost went extinct before American Eskimo Dog breeders showed interest.
Vulture,Animalia,Chordata,Aves,Cathartiformes,Cathartidae,Cathartes,Cathartes aura,There are 30 different species worldwide!
Wahoo Fish,Animalia,Chordata,Actinopterygii,Scombriformes,Scombridae,Acanthrocybium,Acanthocybium solandri,Wahoo can change colors when they're excited and while they hunt
Waimanu,Animalia,Chordata,Aves,Sphenisciformes,Waimanu,Waimanu manneringi,,The albatross is related to the waimanu!
Walking Catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias,Clarias batrachus,The walking catfish can move on land while breathing air
Wallaby,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus,There are roughly 30 different species!
Walleye Fish,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Sander,Sander vitreus,Has great night vision
Walrus,Animalia,Chordata,Mammalia,Carnivora,Odobenidae,Odobenus,Odobenus rosmarus,Inhabits the freezing waters of the Arctic Circle!
Wandering Albatross,Animalia,Chordata,Aves,Procellariiforms,Diomedeidae,Diomedea,Diomedea exulans,Featured in “The Rime of the Ancient Mariner”
Warbler,Animalia,Chordata,Aves,Passeriformes,,,,Warblers are so called because of the trills of their song.
Warthog,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus,Phacochoerus africanus,Has two sets of tusks on it's face!
Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,,,,"There are around 75,000 recognised species!"
Water Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Hydrochara,Coleoptera hydrophilidae,Water beetles bite; they use their legs to inject venomous digestive saliva
Water Buffalo,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,Has been domesticated for thousands of years!
Water Bug,Animalia,Arthropoda,Insecta,Hemiptera,Heteroptera,Nepomorpha,,Some species of water bugs can deliver a painful bite when handled.
Water Dragon,Animalia,Chordata,Reptilia,Squamata,Agamidae,Physignathus,Physignathus,Spends most of it's time in the trees!
Water Vole,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arvicola,Arvicola amphibius,The largest Vole species in the UK!
Waterbuck,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,Kobus ellipsiprymnus,Often flee into water to escape predators
Wattled Jacana,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Jacana,Jacana Jacana,They are typically noisy birds but take on a soft tone with their young.
Wax Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Achroia,Galleria mellonella,The Wax Moth larvae are more dangerous than the adult.
Weasel,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela nivalis,The smallest carnivorous mammal in the world!
Weaver Bird,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,Ploceus cucullatus,The weaver constructs an elaborate nest for the breeding season
Weimaraner,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,The Weimaraner is nicknamed the gray ghost.
Weimardoodle,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"This dog is also known as the Weimarpoo, the Weimaranerpoo, and the Weimaranerdoodle."
Wels Catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Siluridae,Silurus,Silurus glanis,The Wels catfish is O the largest freshwater fish in the world.
Welsh Black Cattle,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus taurus,Welsh Black Cattle were once used as currency in Wales and referred to as “black gold”.
Welsh Corgi,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,There are two distinct breeds!
Welsh Springer Spaniel,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis familiaris,"Due to being so attached to their owners, the Welsh Springer Spaniel does not do well with being left alone and can experience separation anxiety."
Welsh Terrier,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,The Welsh Terrier has the strength and tenacity to take on foxes and badgers.
West Highland Terrier,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,The Black and White Whiskey bottles highlight a Scotland Westie.
West Siberian Laika,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,
Western Blacklegged Tick,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,Ixodes pacificus,Western blacklegged ticks are only found in the west coast of the United States
Western Blind Snake,Animalia,Chordata,Reptilia,Squamata,Leptotyphlopidae,Rena,Rena humilis,Western blind snakes are flourescent in black light!
Western Diamondback Rattlesnake,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus atrox,They replace their fangs 2-4 times per year!
Western Gorilla,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla Gorilla,There are two sub-species!
Western Green Mamba,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,Dendroaspis viridis,
Western Hognose Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Heteredon,Heteredon nasicus,"Primarily solitary, these snakes only communicate with one another during breeding season."
Western Kingbird,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,Tyrannus verticalis,Western kingbirds have hidden red crown feathers that they can raise when threatened!
Western Lowland Gorilla,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla gorilla gorilla,One of the great apes!
Western Rat Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,Pantherophis obsoletus,Western rat snakes have special scales on their belly that help them climb up trees.
Western Rattlesnake 3,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus oreganus,Western rattlesnakes are shy and try to avoid people whenever possible.
